Scientific name,id,id_intl,Author,Phyllum,Embranchement,Sous-Embranchement,Classe,Sous-Classe,Infra-classe,Order,Sous-Ordre,Infra-Ordre,Super-Famille,Family,Sub family,Genus,Species,Sub species,English name,French name,Malagasy name,Comoros name
Avahi unicolor,93,,"Thalmann and Geissmann, 2005",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,unicolor,,Sambirano avahi,,
Avahi unicolor,93,,"Thalmann and Geissmann, 2005",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Avahi,unicolor,,Unicolor woolly lemur,,
Propithecus verreauxi,94,,"A. Grandidier, 1867",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,verreauxi,,Verreaux's sifaka,Propithèque de Verreaux,Sifaka
Propithecus verreauxi,94,,"A. Grandidier, 1867",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,verreauxi,,White sifaka,,Sifaka-bilany (Isalo)
Propithecus deckenii,95,,"Peters, 1870",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,deckenii,,Decken's sifaka,Propithèque de von der Decken,Sifaka
Propithecus deckenii,95,,"Peters, 1870",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,deckenii,,,,Tsibahaka
Propithecus coronatus,96,,"Milne-Edwards, 1871",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,coronatus,,Crowned sifaka,Propithèque couronné,Sifaka
Propithecus coronatus,96,,"Milne-Edwards, 1871",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,coronatus,,,,Tsibahaka
Propithecus coquereli,97,,"(A. Grandidier, 1867)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,coquereli,,Coquerel's sifaka,Propithèque de Coquerel,Sifaka
Propithecus coquereli,97,,"(A. Grandidier, 1867)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,coquereli,,,,Tsibahaka
Propithecus tattersalli,98,,"Simons, 1988",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,tattersalli,,Tattersall's sifaka,Propithèque de Tattersall,Ankomba malandy
Propithecus tattersalli,98,,"Simons, 1988",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,tattersalli,,Golden-crowned sifaka,,Simpona
Propithecus diadema,99,,"Bennett, 1832",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,diadema,,Diademed sifaka,Propithèque à diadème,Simpona
Propithecus diadema,99,,"Bennett, 1832",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,diadema,,Diademed simpona,,Simpony
Propithecus diadema,99,,"Bennett, 1832",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,diadema,,,,Sadabe (Tsinjoarivo)
Propithecus edwardsi,100,,"A. Grandidier, 1871",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,edwardsi,,Milne-Edwards' sifaka,Propithèque de Miln-Edwards,Simpona
Propithecus edwardsi,100,,"A. Grandidier, 1871",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,edwardsi,,Milne-Edwards' simpona,,Simpony
Propithecus candidus,101,,"A. Grandidier, 1871",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,candidus,,Silky sifaka,Propithèque soyeux,Simpona
Propithecus candidus,101,,"A. Grandidier, 1871",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,candidus,,Silky simpona,,Simpona fotsy
Propithecus candidus,101,,"A. Grandidier, 1871",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,candidus,,,,Simpony
Propithecus perrieri,102,,"Lavauden, 1931",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,perrieri,,Perrieri's sifaka,Propithèque de Perrier,Radjako
Propithecus perrieri,102,,"Lavauden, 1932",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Propithecus,perrieri,,,,Ankomba joby
Indri indri,103,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Indri,indri,,Indri,Indri,Babakoto
Indri indri,103,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Indri,indri,,,,Indry (Mananara)
Indri indri,103,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Indri,indri,,,,Endrina
Indri indri,103,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,INDRIIDAE,,Indri,indri,,,,Amboanala
Daubentonia madagascariensis,104,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,DAUBENTONIIDAE,,Daubentonia ,madagascariensis,,Aye-aye,Aye-aye,Hay-hay
Daubentonia madagascariensis,104,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,DAUBENTONIIDAE,,Daubentonia ,madagascariensis,,,,Ahay
Daubentonia madagascariensis,104,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,DAUBENTONIIDAE,,Daubentonia ,madagascariensis,,,,Aiay
Daubentonia madagascariensis,104,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,DAUBENTONIIDAE,,Daubentonia ,madagascariensis,,,,Bekapaky (Bemaraha)
Daubentonia madagascariensis,104,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,DAUBENTONIIDAE,,Daubentonia ,madagascariensis,,,,Karakapaky (Namoroka)
Daubentonia madagascariensis,104,,"(Gmelin, 1788)",ANIMALIA,CHORDATA,VERTEBRATA,MAMMALIA,THERIA,EUTHERIA,PRIMATES,Strepsirrhini ,Lemuriformes,,DAUBENTONIIDAE,,Daubentonia ,madagascariensis,,,,Fagnà (Marolambo)
